time,country,city,device,newUsers,page,fileName,linkUrl
2025-04-15 02:55:00,United States,,desktop,Return,/,,
2025-04-15 02:55:00,United States,,desktop,New,/,,
2025-04-15 16:37:00,United States,Sandy Springs,desktop,New,/,,
2025-04-15 16:37:00,United States,Sandy Springs,desktop,Return,/,,
2025-04-15 16:38:00,United States,Sandy Springs,desktop,Return,/,,
2025-04-15 16:38:00,United States,Sandy Springs,desktop,Return,/,/cv/cv.pdf,
2025-04-15 20:40:00,Japan,Higashiosaka,desktop,New,/,,
2025-04-15 20:40:00,Japan,Higashiosaka,desktop,Return,/,/cv/cv.pdf,
2025-04-15 20:40:00,Japan,Higashiosaka,desktop,Return,/,,
2025-04-15 20:41:00,Japan,Higashiosaka,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-04-15 20:41:00,Japan,Higashiosaka,desktop,Return,/,,
2025-04-15 20:41:00,Japan,Higashiosaka,desktop,Return,/research/,,
2025-04-15 20:41:00,Japan,Higashiosaka,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-04-15 20:43:00,Japan,Higashiosaka,desktop,Return,/,,
2025-04-15 20:43:00,Japan,Higashiosaka,desktop,Return,/,/cv/cv.pdf,
2025-04-15 20:43:00,Japan,Higashiosaka,desktop,Return,/research/,,
2025-04-15 20:44:00,Japan,Higashiosaka,desktop,Return,/research/,,
2025-04-15 20:44:00,Japan,Higashiosaka,desktop,Return,/,,
2025-04-15 20:44:00,Japan,Higashiosaka,desktop,Return,/research/,/papers/Conformity-and-Leadership-in-Organizations_Matsuno.pdf,
2025-04-16 13:46:00,United States,Magee,desktop,Return,/,,
2025-04-16 13:46:00,United States,Magee,desktop,Return,/research/,,
2025-04-16 13:48:00,United States,Magee,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-04-16 13:49:00,United States,Warren,desktop,Return,/research/,,
2025-04-16 13:49:00,United States,Warren,desktop,Return,/,,
2025-04-16 17:00:00,United States,Honolulu,desktop,Return,/research/,,
2025-04-16 17:00:00,United States,Honolulu,desktop,New,/,,
2025-04-16 17:00:00,United States,Honolulu,desktop,Return,/,,
2025-04-16 17:00:00,United States,Honolulu,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-04-16 17:01:00,United States,Honolulu,desktop,Return,/research/,/papers/Conformity-and-Leadership-in-Organizations_Matsuno.pdf,
2025-04-16 17:08:00,United States,Honolulu,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-04-16 17:12:00,United States,Honolulu,desktop,Return,/research/,,
2025-04-17 04:06:00,Japan,Nishinomiya,desktop,Return,/,,
2025-04-17 04:06:00,Japan,Nishinomiya,desktop,New,/ja/,,
2025-04-17 04:06:00,Japan,Nishinomiya,desktop,Return,/ja/,,
2025-04-17 04:07:00,Japan,Nishinomiya,desktop,Return,/ja/,,
2025-04-17 04:07:00,Japan,Nishinomiya,desktop,Return,/,/cv/cv.pdf,
2025-04-17 16:09:00,United States,New York,desktop,New,/,,
2025-04-17 16:09:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-04-17 16:09:00,United States,New York,desktop,Return,/,,
2025-04-17 16:09:00,United States,New York,desktop,Return,/research/,,
2025-04-18 04:25:00,United States,Los Angeles,desktop,Return,/,,
2025-04-18 04:26:00,United States,Los Angeles,desktop,Return,/,,
2025-04-18 04:26:00,United States,Los Angeles,desktop,Return,/,/cv/cv.pdf,
2025-04-18 04:28:00,United States,Los Angeles,desktop,Return,/,,
2025-04-18 16:42:00,United States,Boston,desktop,Return,/,,
2025-04-18 18:27:00,United States,Fort Lee,desktop,Return,/,,
2025-04-18 19:22:00,United States,New York,desktop,Return,/,,
2025-04-19 21:42:00,United States,Boston,desktop,Return,/,,
2025-04-19 21:42:00,United States,Boston,desktop,New,/,,
2025-04-19 22:05:00,United States,Humboldt,desktop,Return,/,/cv/cv.pdf,
2025-04-20 00:25:00,United States,New York,mobile,Return,/,,
2025-04-20 00:26:00,United States,New York,mobile,Return,/,/cv/cv.pdf,
2025-04-20 00:39:00,United States,New York,mobile,Return,/,,
2025-04-20 00:41:00,United States,New York,mobile,Return,/,,
2025-04-20 06:01:00,United States,San Diego,desktop,Return,/,,
2025-04-20 06:01:00,United States,San Diego,desktop,New,/,,
2025-04-20 08:27:00,Japan,Fukuoka,desktop,New,/research/,,
2025-04-20 08:27:00,Japan,Shinagawa City,desktop,New,/,,
2025-04-20 08:27:00,Japan,Shinagawa City,desktop,Return,/research/,,
2025-04-20 08:28:00,Japan,Kawasaki,desktop,New,/,,
2025-04-20 08:28:00,Japan,Kawasaki,desktop,Return,/research/,,
2025-04-20 09:29:00,Japan,Shinagawa City,desktop,Return,/,/cv/cv.pdf,
2025-04-20 09:29:00,Japan,Shinagawa City,desktop,Return,/research/,,
2025-04-20 09:29:00,Japan,Shinagawa City,desktop,Return,/,,
2025-04-20 09:46:00,Japan,Shinagawa City,desktop,Return,/,,
2025-04-20 09:47:00,Japan,Shinagawa City,desktop,Return,/research/,,
2025-04-20 09:47:00,Japan,Shinagawa City,desktop,Return,/,,
2025-04-20 09:47:00,Japan,Shinagawa City,desktop,Return,/ja/,,
2025-04-20 15:25:00,United States,New York,desktop,Return,/,,
2025-04-20 15:25:00,United States,New York,desktop,New,/,,
2025-04-20 15:26:00,United States,New York,desktop,Return,/research/,,
2025-04-20 15:26:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-04-20 15:26:00,United States,New York,desktop,Return,/,,
2025-04-20 15:28:00,United States,New York,desktop,Return,/,,
2025-04-20 15:28:00,United States,New York,desktop,Return,/research/,,
2025-04-21 07:29:00,Indonesia,,desktop,Return,/,,
2025-04-21 07:59:00,Japan,Kyoto,desktop,New,/,,
2025-04-21 07:59:00,Japan,Kyoto,desktop,Return,/,,
2025-04-22 08:35:00,United States,New York,desktop,New,/,,
2025-04-22 08:35:00,United States,New York,desktop,Return,/,,
2025-04-22 11:46:00,United States,Boston,desktop,Return,/,,
2025-04-22 12:24:00,Canada,Toronto,desktop,Return,/,,
2025-04-22 12:24:00,Canada,Toronto,desktop,New,/,,
2025-04-22 12:24:00,Canada,Toronto,desktop,Return,/research/,,
2025-04-22 12:29:00,United States,West Lafayette,desktop,Return,/,,
2025-04-22 12:30:00,United States,West Lafayette,desktop,Return,/,,
2025-04-22 12:30:00,United States,West Lafayette,desktop,Return,/,/cv/cv.pdf,
2025-04-23 01:02:00,Japan,Tokushima,desktop,Return,/ja/,,
2025-04-23 01:02:00,Japan,Tokushima,desktop,New,/ja/,,
2025-04-23 01:03:00,Japan,Tokushima,desktop,Return,/ja/,,
2025-04-23 10:33:00,Japan,Akashi,mobile (SH-M24),Return,/ja/,,
2025-04-23 10:33:00,Japan,Akashi,mobile (SH-M24),Return,/research/,,
2025-04-23 10:33:00,Japan,Akashi,mobile (SH-M24),Return,/,,
2025-04-23 14:49:00,United States,Ann Arbor,desktop,Return,/,,
2025-04-23 14:49:00,United States,Ann Arbor,desktop,New,/,,
2025-04-25 22:07:00,United States,Manor,desktop,Return,/,/cv/cv.pdf,
2025-04-25 22:07:00,United States,Manor,desktop,Return,/,,
2025-04-26 03:04:00,United States,Marlboro Township,desktop,Return,/,/cv/cv.pdf,
2025-04-26 03:04:00,United States,Marlboro Township,desktop,Return,/,,
2025-04-26 03:04:00,United States,Marlboro Township,desktop,New,/,,
2025-04-26 03:05:00,United States,Marlboro Township,desktop,Return,/,,
2025-04-26 09:03:00,United States,Manor,desktop,Return,/,,
2025-04-26 09:04:00,United States,Manor,desktop,Return,/,,
2025-04-26 09:04:00,United States,Manor,desktop,Return,/,/cv/cv.pdf,
2025-04-26 09:06:00,United States,Manor,desktop,Return,/,,
2025-04-27 10:51:00,Japan,Tateyama,mobile,Return,/,,
2025-04-27 10:51:00,Japan,Tateyama,mobile,New,/,,
2025-04-27 10:52:00,Japan,Tateyama,mobile,Return,/,/cv/cv.pdf,
2025-04-27 20:34:00,United States,New York,desktop,Return,/,,
2025-04-27 20:34:00,United States,New York,desktop,Return,/,/cv/cv.pdf,
2025-04-27 20:35:00,United States,New York,desktop,Return,/research/,,
2025-04-27 20:35:00,United States,New York,desktop,Return,/research/,/papers/Conformity-and-Leadership-in-Organizations_Matsuno.pdf,
2025-04-27 20:35:00,United States,New York,desktop,Return,/,,
2025-04-27 20:36:00,United States,New York,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4680389
2025-04-27 20:36:00,United States,New York,desktop,Return,/research/,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985567
2025-04-27 22:25:00,Japan,,mobile (2407FPN8ER),Return,/,,
2025-04-27 22:25:00,Japan,,mobile (2407FPN8ER),Return,/ja/,,
2025-04-27 22:25:00,Japan,,mobile (2407FPN8ER),Return,/research/,,
2025-04-27 22:26:00,Japan,,mobile (2407FPN8ER),Return,/,,
2025-04-27 23:26:00,Japan,Hiroshima,desktop,Return,/,,
2025-04-27 23:26:00,Japan,Hiroshima,desktop,Return,/research/,,
2025-04-27 23:26:00,Japan,Hiroshima,desktop,Return,/,/cv/cv.pdf,
2025-04-28 02:40:00,Japan,Kobe,desktop,Return,/,,
2025-04-28 02:40:00,Japan,Kobe,desktop,New,/,,
2025-04-28 02:42:00,Japan,Kobe,desktop,Return,/,,
2025-04-28 17:38:00,United States,Manor,desktop,Return,/,,
2025-04-28 17:38:00,United States,Manor,desktop,New,/,,
2025-04-28 17:39:00,United States,Manor,desktop,Return,/,/cv/cv.pdf,
2025-04-28 17:40:00,United States,Manor,desktop,Return,/,,
2025-04-28 23:44:00,Canada,Toronto,desktop,Return,/,,
2025-04-28 23:44:00,Canada,Toronto,desktop,New,/,,
2025-04-28 23:44:00,Canada,Toronto,desktop,Return,/research/,,
2025-04-28 23:45:00,Canada,Toronto,desktop,Return,/,/cv/cv.pdf,
2025-04-28 23:49:00,Canada,Toronto,desktop,Return,/,,
2025-04-28 23:49:00,Canada,Toronto,desktop,Return,/research/,,
2025-04-28 23:58:00,Canada,Toronto,desktop,Return,/research/,,
2025-04-30 13:17:00,,,desktop,Return,/,/cv/cv.pdf,
2025-04-30 13:17:00,,,desktop,New,/,,
2025-04-30 13:23:00,,,desktop,Return,/,,
